"author_id","first_name","middle_name","last_name","alt_name","birth_year","death_year","gender"
3689,"Helmuth",NULL,"Schwartze",NULL,NULL,NULL,"M"
3690,"George",NULL,"Horton",NULL,1860,1942,"M"
3691,"Constance",NULL,"Howell",NULL,NULL,NULL,"F"
3692,"William","Sylvester","Walker","Coo-ee (pseudonym)",1846,1926,"M"
3693,"Catherine",NULL,"Foster",NULL,NULL,NULL,"F"
3694,"C.","H.","Malcolm",NULL,NULL,NULL,"U"
3695,"Harvey",NULL,"Buxon",NULL,NULL,NULL,"M"
3696,"Maud","Stepney","Rawson","Alice Maud Fife (maiden name)",1865,1932,"F"
3697,"S.","Kenrick","Bevan",NULL,NULL,NULL,"U"
3698,"Hallie","Erminie","Rives","Wheeler (married name)",1874,1956,"F"
3699,"A.","B.","Louis",NULL,NULL,NULL,"U"
3700,"Ambrose",NULL,"Pratt",NULL,1874,1944,"M"
3701,"Edward","James","Cattell","Francis H. Hardy (pseudonym)",1856,1938,"M"
3702,"Mary",NULL,"Johnston",NULL,1870,1936,"F"
3703,"M.","M. Lathom","Browne",NULL,NULL,NULL,"U"
3704,"Thomas",NULL,"Parkes","(pseudonym); Thomas Parkes Kent (legal name)",1871,1923,"M"
3705,"Frances",NULL,"Scott",NULL,NULL,NULL,"F"
3706,"David","Dwight","Wells",NULL,1868,1900,"M"
3707,"Sara","Mackenzie","Kennedy",NULL,NULL,NULL,"F"
3708,"M.","E.","Winchester","(pseudonym); M. E. Whatham (legal name)",NULL,NULL,"F"
3709,"Mary",NULL,"Agnew","Mrs. Charles Agnew (familiar name)",NULL,NULL,"F"
3710,"James","Blythe","Patton","(pseudonym); Edmund White (legal name)",NULL,NULL,"M"
3711,"Thomas","Henry","Teegan",NULL,NULL,NULL,"M"
3712,"Lillie","C.","Hosie",NULL,NULL,NULL,"F"
3713,"Kalman",NULL,"Mikszath",NULL,1847,1910,"M"
3714,"John",NULL,"Gaggin",NULL,NULL,NULL,"M"
3715,"John",NULL,"Jones",NULL,NULL,NULL,"M"
3716,"George","Lacy","Hillier",NULL,1856,1941,"M"
3717,"Claris",NULL,"Haven",NULL,NULL,NULL,"F"
3718,"Cartmel",NULL,"King",NULL,NULL,NULL,"U"
3719,"Greville",NULL,"Phillimore",NULL,1821,1881,"M"
3720,"Edith",NULL,"Rodwell",NULL,NULL,NULL,"F"
3721,"Elizabeth","Dundas","Benjamin","Bedell (maiden name); Agnes Ray (pseudonym)",NULL,1890,"F"
3722,"Philip",NULL,"Davenant",NULL,NULL,NULL,"M"
3723,"C.",NULL,"Rysbridge",NULL,NULL,NULL,"U"
3724,"Margaret",NULL,"Parker",NULL,NULL,NULL,"F"
3725,"Henry",NULL,"Lumley",NULL,NULL,NULL,"M"
3726,"William","Kingscote","Greenland","W. Scott King (pseudonym)",1868,NULL,"M"
3727,"Thomas","Stewart","Denison",NULL,1848,1911,"M"
3728,"Mary",NULL,"Devereux",NULL,1852,1914,"F"
3729,"Florence","Edith","Burch",NULL,1856,1918,"F"
3730,"Harley",NULL,"Rodney",NULL,NULL,NULL,"M"
3731,"Campbell","Rae","Brown",NULL,NULL,NULL,"M"
3732,"E.",NULL,"Constance",NULL,NULL,NULL,"U"
3733,"Alexander",NULL,"Eagar",NULL,NULL,NULL,"M"
3734,"Alix",NULL,"King",NULL,NULL,NULL,"U"
3735,"Frances","Aymer","Mathews",NULL,1865,1925,"F"
3736,"Kate",NULL,"Tanqueray","Atkinson (maiden name); Mrs. Bertram Tanqueray (familiar name)",1857,1932,"F"
3737,NULL,NULL,"An Old Maid","(pseudonym)",NULL,NULL,"F"
3738,"Alexander","Johnstone","Wilson",NULL,1841,1921,"M"
3739,"Timothy","Shay","Arthur",NULL,1809,1885,"M"
3740,"Ann",NULL,"Barnett",NULL,NULL,NULL,"F"
3741,"Lady Diana","de Vere","Beauclerk","Huddleston (married name)",1840,1905,"F"
3742,"George","Somers","Bellamy",NULL,NULL,NULL,"M"
3743,"John","Stanyan","Bigg",NULL,1828,1865,"M"
3744,"John","H.","Brenten",NULL,NULL,NULL,"M"
3745,"Harry",NULL,"Buchanan",NULL,NULL,NULL,"M"
3746,"Henry","George","Churchill",NULL,NULL,NULL,"M"
3747,"John","Erskine","Clarke",NULL,1827,1920,"M"
3748,"C.","G.","Compton",NULL,NULL,NULL,"U"
3749,"Constance",NULL,"Cross",NULL,1844,1913,"F"
3750,"Douglas",NULL,"Dalton",NULL,NULL,NULL,"M"
3751,"Helen",NULL,"Davis",NULL,NULL,NULL,"F"
3752,"E.","M.","Davy",NULL,NULL,NULL,"F"
3753,"John",NULL,"Douglas",NULL,NULL,NULL,"M"
3754,"William",NULL,"Dwarris",NULL,NULL,NULL,"M"
3755,"John",NULL,"Edwardson",NULL,NULL,NULL,"M"
3756,"Lucy",NULL,"Farmer",NULL,NULL,NULL,"F"
3757,"Urquhart","Atwell","Forbes",NULL,1850,NULL,"M"
3758,"J.",NULL,"Francis",NULL,NULL,NULL,"U"
3759,NULL,NULL,"Franz","(pseudonym)",NULL,NULL,"M"
3760,"Somerville",NULL,"Gibney","Edward Somerville Gibney (legal name); Edward Fitzgibbon (pseudonym)",1851,1911,"M"
3761,"Ross",NULL,"Gordon",NULL,NULL,NULL,"M"
3762,"Cyril",NULL,"Grey",NULL,NULL,NULL,"M"
3763,"Mary","Stuart","Hall",NULL,NULL,NULL,"F"
3764,"John","Robert Strong","Harington",NULL,1840,1892,"M"
3765,"Mary",NULL,"Hayman",NULL,NULL,NULL,"F"
3766,"Charles",NULL,"Howell",NULL,NULL,NULL,"M"
3767,"Robert","William","Jameson",NULL,1805,1868,"M"
3768,"Henry","Gladwyn","Jebb",NULL,1826,1898,"M"
3769,"F.",NULL,"Lancaster",NULL,NULL,NULL,"U"
3770,"Alexander",NULL,"Leighton",NULL,1800,1874,"M"
3771,"Mrs. G.","Lewis","Leeds","Lucy Anne Helme (maiden name)",1844,1927,"F"
3772,"Anna",NULL,"Lisle","(pseudonym); Annabella Crawford (legal name)",NULL,NULL,"F"
3773,"Joseph","A.","Loughman",NULL,NULL,NULL,"M"
3774,"Hélène",NULL,"Cassavetti","Baroness de Linden (married name)",1850,1921,"F"
3775,"F.","A.","Newbould","F. A. N. (pseudonym)",NULL,NULL,"U"
3776,"Elise",NULL,"Thorp",NULL,NULL,NULL,"F"
3777,"E.","C.","S.","Elizabeth Susan Law (legal name?)",NULL,NULL,"F"
3778,"O.","D.","Y.",NULL,NULL,NULL,"U"
3779,"H.","M.","Lysons",NULL,NULL,NULL,"U"
3780,"G.",NULL,"G.","(pseudonym?); Maud Isabel Howard (legal name?)",NULL,NULL,"U"
3781,"Frederick",NULL,"Armfelt",NULL,NULL,NULL,"M"
3782,"S.","L.","Brand",NULL,NULL,NULL,"U"
3783,NULL,NULL,"St. George","(pseudonym)",NULL,NULL,"M"
3784,"Flora",NULL,"Calpensis","(pseudonym?)",NULL,NULL,"F"
3785,"L.",NULL,"Raban",NULL,NULL,NULL,"U"
3786,"Spencer",NULL,"Ryder","Spencer Charles Dudley Ryder (legal name)",NULL,NULL,"M"
3787,"A.","R.","Rose",NULL,NULL,NULL,"U"
3788,"Robert",NULL,"Lewis",NULL,NULL,NULL,"M"
3789,"Edwin","Herbert","Gomes",NULL,NULL,NULL,"M"
3790,"Cecil",NULL,"Courteney",NULL,NULL,NULL,"M"
3791,"Frank","E.","Emson",NULL,NULL,NULL,"M"
3792,"Mark",NULL,"May",NULL,NULL,NULL,"M"
3793,"Horace","A.","Nelson",NULL,NULL,NULL,"M"
3794,"J.","St. Arnaud","Nixon",NULL,NULL,NULL,"U"
3795,"Sir Henry",NULL,"Thompson","Pen Oliver (pseudonym)",1820,1904,"M"
3796,"Jerrold",NULL,"Orlayt",NULL,NULL,NULL,"M"
3797,"I.","K.","Ritchie",NULL,NULL,NULL,"F"
3798,"Keith",NULL,"Robertson",NULL,NULL,NULL,"M"
3799,"Henry",NULL,"Johnson","Muirhead Robertson (pseudonym)",NULL,NULL,"M"
3800,"Emily","Mary","Rutherford",NULL,NULL,NULL,"F"
3801,"S.","O.","A.",NULL,NULL,NULL,"U"
3802,"George","Eliel","Sargent",NULL,1809,1883,"M"
3803,"R.","Sebright","Scholes",NULL,NULL,NULL,"U"
3804,"Da","Due","Signore","(pseudonym)",NULL,NULL,"F"
3805,"Britiffe","Constable","Skottowe",NULL,1857,1925,"M"
3806,"Anthony",NULL,"Smith",NULL,NULL,NULL,"M"
3807,"West",NULL,"Somerset","(pseudonym)",NULL,NULL,"U"
3808,"Edward","Fordham","Spence",NULL,1860,1932,"M"
3809,"Herbert",NULL,"Steele",NULL,NULL,NULL,"M"
3810,"Henry","Pottinger","Stephens",NULL,1851,1903,"M"
3811,"Maggie",NULL,"Symington",NULL,1841,NULL,"F"
3812,"Marwood",NULL,"Tucker",NULL,1836,NULL,"M"
3813,"Bessie","Samms","Turner",NULL,NULL,NULL,"F"
3814,"Maberly",NULL,"Walker","(pseudonym); Alban E. Ragg (legal name)",NULL,NULL,"M"
3815,"Benjamin",NULL,"Wentworth",NULL,NULL,NULL,"M"
3816,"Kate",NULL,"Wood",NULL,NULL,NULL,"F"
3817,"Philip",NULL,"Woolf",NULL,NULL,NULL,"M"
3818,"Anna","M. N.","Young",NULL,NULL,NULL,"F"
3819,"Lydia","Falconer","Miller","Fraser (maiden name); Harriet Myrtle (pseudonym)",1812,1876,"F"
3820,"Hugh",NULL,"Miller",NULL,1802,1856,"M"
3821,"Harriet","Miller","Davidson",NULL,1839,1883,"F"
3822,"Susannah","Frances","Reynolds",NULL,1819,1858,"F"
3823,NULL,NULL,"BTAO Ruth and her Friends",NULL,NULL,NULL,"U"
3824,"David","Storrar","Meldrum",NULL,1856,1940,"M"
3825,"Henry","Downes","Miles",NULL,1806,1889,"M"
3826,"A.","S.","M.","Mrs. A. S. Moffat (legal name?)",NULL,NULL,"F"
3827,"Algernon","Bertram","Mitford","Freeman-Mitford (alternate name); Baron Redesdale (title)",1837,1916,"M"
3828,"Thomas","Wentworth","Higginson",NULL,1823,1911,"M"
3829,"Edith",NULL,"Milner",NULL,1845,1921,"F"
3830,"Herbert","Arthur","Morrah",NULL,NULL,1939,"M"
3831,"Edward","Spencer","Mott","Nathaniel Gubbins (pseudonym)",1844,1910,"M"
3832,"Neil",NULL,"Munro","Hugh Foulis (pseudonym)",1863,1930,"M"
3833,"John","Mason","Neale",NULL,1818,1866,"M"
3834,"Sir Henry","John","Newbolt",NULL,1862,1938,"M"
3835,"Nathaniel",NULL,"Newnham-Davis","Lt.-Colonel (rank)",1854,1917,"M"
3836,"Edward","Williams Byron","Nicholson",NULL,1849,1912,"M"
3837,"Arthur","Hamilton","Norway",NULL,1859,1938,"M"
3838,"Jane",NULL,"Sexey",NULL,NULL,NULL,"F"
3839,"Mary",NULL,"Stanley","A Sketcher from Nature (pseudonym)",NULL,NULL,"F"
3840,"Sir Charles","Wentworth","Dilke",NULL,1843,1911,"M"
3841,"M.","C.","Halifax",NULL,NULL,NULL,"F"
3842,"Edward","Hugessen","Knatchbull-Hugessen","1st Baron Brabourne (title)",1829,1893,"M"
3843,"Elsie",NULL,"Strivelyne","(pseudonym?)",NULL,NULL,"F"
3844,"Louisa",NULL,"Morgan",NULL,NULL,NULL,"F"
3845,"F.",NULL,"Willoughby",NULL,NULL,NULL,"U"
3846,"Charles","Godfrey","Leland",NULL,1824,1903,"M"
3847,"Richard","Baptist","O'Brien","Father Baptist (pseudonym)",1809,1895,"M"
3848,"William",NULL,"O'Brien",NULL,1852,1928,"M"
3849,"Alfred",NULL,"Ollivant",NULL,1874,1927,"M"
3850,"Max",NULL,"O'Rell","(pseudonym); Leon Paul Blouet (legal name)",1848,1903,"M"
3851,"David",NULL,"Pae",NULL,1828,1884,"M"
3852,"Francis","Edward","Paget","William Churne (pseudonym)",1806,1882,"M"
3853,"Francis","Turner","Palgrave","Henry J. Thurstan (pseudonym)",1824,1897,"M"
3854,"Elizabeth","Mary","Parker",NULL,1849,NULL,"F"
3855,"Eric",NULL,"Parker","Frederick Moore Searle Parker (legal name)",1870,1955,"M"
3856,"Joseph",NULL,"Parker",NULL,1830,1902,"M"
3857,"Ferdinand","Mansel","Peacock","Captain (rank)",1861,1908,"M"
3858,"Mark","Guy","Pearse",NULL,1842,1930,"M"
3859,"Anne","Charlotte","Ogle","Ashford Owen (pseudonym)",1832,1918,"F"
3860,"Malcolm","Kingsley","Macmillan",NULL,1852,1889,"M"
3861,"Jessy","E.","Greenwood",NULL,1856,1931,"F"
3862,"Caroline",NULL,"Hughes","Kari (pseudonym); Cornish (married name)",1854,1906,"F"
3863,"Charles","Henry","Butcher",NULL,1833,1907,"M"
3864,"Nathan","Haskell","Dole",NULL,1852,1935,"M"
3865,"Sir Francis",NULL,"Palgrave","Cohen (alternative name)",1788,1861,"M"
3866,"Clive","Phillipps","Wolley","Sir (title)",1854,1918,"M"
3867,"Walter","Herries","Pollock",NULL,1850,1926,"M"
3868,"Lady",NULL,"Pollock","Juliet Creed (maiden name)",1819,1899,"F"
3869,"E.","Livingston","Prescott","(pseudonym); Edith Katherine Spicer Jay (legal name)",1847,1901,"F"
3870,"Thomas","Peckett","Prest",NULL,1810,1859,"M"
3871,"James",NULL,"Prior","(pseudonym); James Prior Kirk (legal name)",1850,1922,"M"
3872,"Anne","Adalisa","Puddicombe","Evans (maiden name); Allen Raine (pseudonym)",1836,1908,"F"
3873,"Edwin","William","Pugh",NULL,1874,1930,"M"
3874,"Hugh",NULL,"Quigley","A Missionary Priest (pseudonym)",1818,1883,"M"
3875,"Charles","Anderson","Read",NULL,1841,1878,"M"
3876,"M.","E.","Palgrave","Mary E. Palgrave (legal name)",NULL,NULL,"F"
3877,"Ethel","Forster","Heddle","Marshall (married name)",1862,1942,"F"
3878,"Alice","F.","Jackson",NULL,NULL,NULL,"F"
3879,"Eglanton",NULL,"Thorne","(pseudonym); Elizabeth Emily Charlton (legal name)",NULL,NULL,"F"
3880,"William","Leman","Rede",NULL,1802,1847,"M"
3881,"Elisabeth","Boyd","Bayly",NULL,NULL,1927,"F"
3882,"Oliver","M.","Norris","(pseudonym); Michael Andrews Morrison (legal name)",NULL,NULL,"M"
3883,"Thomas","William","Robertson",NULL,1829,1871,"M"
3884,"George","Herbert Bonaparte","Rodwell",NULL,1800,1852,"M"
3885,"Esther",NULL,"Bakewell",NULL,1798,1873,"F"
3886,"Alfred",NULL,"Elwes",NULL,NULL,NULL,"M"
3887,"Emily","H.","Comyn",NULL,NULL,NULL,"F"
3888,"William","Edward","Dickson",NULL,NULL,NULL,"M"
3889,"James","Inches","Hillocks",NULL,1826,1872,"M"
3890,"Lizzie",NULL,"James",NULL,NULL,NULL,"F"
3891,"Thomas","O'Neill","Russell","Reginald Tierney (pseudonym)",1829,1908,"M"
3892,"Sir Henry","Morton","Stanley",NULL,1841,1904,"M"
3893,"Thomas","Street","Millington",NULL,NULL,NULL,"M"
3894,"Louis",NULL,"Rousselet",NULL,NULL,NULL,"M"
3895,"Clara","Catherine","Andrews","Carl Swerdna (pseudonym); Catherine March (pseudonym)",1860,1929,"F"
3896,"Mary",NULL,"Taylor",NULL,1817,1893,"F"
3897,"Jessie","Margaret Edmonston","Saxby","Edmonston (maiden name)",1842,1940,"F"
3898,"Fanny","Elizabeth","Bunnett",NULL,1832,1875,"F"
3899,"R.","J.","Dixon",NULL,NULL,NULL,"M"
3900,"Sarah","Maria","Fry",NULL,NULL,NULL,"F"
3901,"Friedrich","Wilhelm Christian","Gerstäcker","Gerstaecker (alternate name)",1816,1872,"M"
3902,"Alfred",NULL,"Godwine",NULL,NULL,NULL,"M"
3903,"Rose",NULL,"Grey","(pseudonym?)",NULL,NULL,"F"
3904,"J.","M. M.","K.",NULL,NULL,NULL,"U"
3905,"Fanny","Eliza","Lacy",NULL,NULL,NULL,"F"
3906,"Jennie",NULL,"Chappell",NULL,1857,NULL,"F"
3907,"E.","M.","Waterworth",NULL,NULL,NULL,"F"
3908,"James","Redding","Ware",NULL,1833,1909,"M"
3909,"Ethel",NULL,"Chilvers",NULL,NULL,NULL,"F"
3910,"Winston",NULL,"Churchill",NULL,1871,1947,"M"
3911,"Felicia","Buttz","Clark",NULL,NULL,NULL,"F"
3912,"Imogen",NULL,"Clark",NULL,NULL,NULL,"F"
3913,"Cosmo",NULL,"Clarke",NULL,NULL,NULL,"M"
3914,"Amy",NULL,"Clarke","Key (maiden name)",1853,1908,"F"
3915,"Annie",NULL,"Jenkyns",NULL,NULL,NULL,"F"
3916,"T.","Kingston","Clarke",NULL,NULL,NULL,"M"
3917,"Margaret",NULL,"Mackay","Mackay (maiden name); Mrs. Colonel Mackay (familiar name)",1802,1887,"F"
3918,"Mrs. Courtenay",NULL,"Newton",NULL,NULL,NULL,"F"
3919,"Sidney","O.","Moore","Sidney O'Moore (alternate name)",NULL,NULL,"M"
3920,"Alexander","Cosby","Jackson",NULL,1845,NULL,"M"
3921,"Alice",NULL,"Somerton",NULL,NULL,NULL,"F"
3922,"Frank",NULL,"Paddon",NULL,NULL,NULL,"M"
3923,"Effie",NULL,"Leigh",NULL,NULL,NULL,"F"
3924,"James",NULL,"Galbraith",NULL,NULL,NULL,"M"
3925,"Marion","Clifford","Butler","Clifford (maiden name); Baroness Dunboyne (title); Lady Dunboyne (title)",1842,1919,"F"
3926,"Emily",NULL,"Bowles",NULL,1818,1904,"F"
3927,"John","B.","Marsh",NULL,1835,1910,"M"
3928,"Marion","Eliza","Weir",NULL,NULL,NULL,"F"
3929,"Agnes",NULL,"Barton",NULL,NULL,NULL,"F"
3930,"Maria","Jane","Scott","Barney (maiden name); M. I. S. T. (pseudonym)",1821,1899,"F"
3931,"Mary",NULL,"Doig",NULL,NULL,NULL,"F"
3932,"Esther","Kate","Wolferstan",NULL,NULL,NULL,"F"
3933,"F.","Weller","Shepherd",NULL,NULL,NULL,"M"
3934,"Mary","Helen","Holt","Meldrum (married name)",1847,NULL,"F"
3935,"Catarina",NULL,"Martini",NULL,NULL,NULL,"F"
3936,"Jane",NULL,"Sergeant","Hall (maiden name); Adeline (pseudonym)",NULL,1877,"F"
3937,"Lewis",NULL,"Sergeant",NULL,1841,1902,"M"
3938,"Patrick","Augustine","Sheehan",NULL,1852,1913,"M"
3939,"Ann",NULL,"Thorp",NULL,NULL,NULL,"F"
3940,"Gustav","Heinrich Gans","Putlitz","Edler van and zu Putlitz (title)",1821,1890,"M"
3941,"Jane","Alice","Sargant","Smith (maiden name)",1789,1869,"F"
3942,"C.","G.","H.",NULL,NULL,NULL,"F"
3943,"Amelia","Margaretta","Harrington",NULL,NULL,NULL,"F"
3944,"Eliza","Ann","Dupuy",NULL,1809,1880,"F"
3945,"E.","Clarence","Shepard",NULL,NULL,NULL,"M"
3946,"A",NULL,"Lady","(pseudonym)",NULL,NULL,"F"
3947,"Amalie",NULL,"Winter","(pseudonym); Amalie von Seebach (maiden name); von Gross (married name)",1802,1879,"F"
3948,"William",NULL,"Hawkins",NULL,NULL,NULL,"M"
3949,"Mary","Ann Serrett","Barber",NULL,1801,1864,"F"
3950,"F.","H.","Sanders",NULL,NULL,NULL,"M"
3951,"Calvin","Henderson","Wiley",NULL,1819,1887,"M"
3952,"Sophie","d'","Arbouville",NULL,NULL,NULL,"F"
3953,"E.","J.","Standish",NULL,NULL,NULL,"U"
3954,"Thomas","Tod","Stoddart",NULL,1810,1880,"M"
3955,"Margaret","Scott","Haycraft","MacRitchie (maiden name)",1855,1936,"F"
3956,"John","Ross","Macduff",NULL,1818,1895,"M"
3957,"Mrs.",NULL,"Hoare",NULL,NULL,NULL,"F"
3958,"Mary","Elizabeth Southwell","Leathley","Dudley (maiden name)",1819,1899,"F"
3959,"Jemima",NULL,"Luke","Thompson (maiden name)",1813,1906,"F"
3960,"Charles",NULL,"Bruce",NULL,NULL,NULL,"M"
3961,"Hetty",NULL,"Bowman",NULL,1839,1872,"F"
3962,"Elizabeth",NULL,"Prentiss",NULL,NULL,NULL,"F"
3963,"Robert","Philip","Williams",NULL,NULL,NULL,"M"
3964,"Mrs. F.","Marshall","Ward",NULL,NULL,NULL,"F"
3965,"Alfred",NULL,"Whymper",NULL,NULL,NULL,"M"
3966,"Josiah","Gilbert","Holland",NULL,1819,1881,"M"
3967,"Adela","Elizabeth","Orpen","Richards (maiden name)",1855,1927,"F"
3968,"Alice","Jane","Briggs",NULL,1856,1931,"F"
3969,"Gabriel",NULL,"Setoun","(pseudonym); Thomas Nicoll Hepburn (legal name)",1861,1930,"M"
3970,"William",NULL,"Myrtle",NULL,NULL,NULL,"M"
3971,"Belton",NULL,"Otterburn",NULL,NULL,NULL,"M"
3972,"Linda",NULL,"Gardiner",NULL,1864,NULL,"F"
3973,"Beatrice","Ethel","Grimshaw",NULL,1870,1953,"F"
3974,"J.","H.","Swingler",NULL,NULL,NULL,"U"
3975,"F.","Emily","Phillips",NULL,NULL,NULL,"F"
3976,"Sidney",NULL,"Pickering",NULL,NULL,NULL,"M"
3977,"Lady Helen","Emily","Craven",NULL,1874,1926,"F"
3978,"Roderic",NULL,"Quinn",NULL,1867,1949,"M"
3979,"A.","E.","Houghton",NULL,NULL,NULL,"U"
3980,"Berman","Paul","Neuman",NULL,1853,NULL,"M"
3981,"Lily",NULL,"Thicknesse","Bode (maiden name)",1864,NULL,"F"
3982,"Eric",NULL,"Wyndham",NULL,NULL,NULL,"M"
3983,"William",NULL,"Turville",NULL,NULL,NULL,"M"
3984,"Rupert",NULL,"Alexander",NULL,NULL,NULL,"M"
3985,"Watson",NULL,"Dyke",NULL,NULL,NULL,"M"
3986,"Graham",NULL,"Irving","(pseudonym)",NULL,NULL,"U"
3987,"Hattil","Edward","Foll",NULL,1853,NULL,"M"
3988,"John",NULL,"Stafford",NULL,NULL,NULL,"M"
3989,"Florence","Morse","Kingsley","Morse (maiden name)",1859,1937,"F"
3990,"Andrew",NULL,"Deir",NULL,NULL,NULL,"M"
3991,"Silas","Weir","Mitchell",NULL,1829,1914,"M"
3992,"Sidney","Kilner","Levett-Yeats",NULL,1858,1916,"M"
3993,"Violet","Chambers","Tweedale","Chambers (maiden name)",1862,1936,"F"
3994,"G.","Firth","Scott","George Henry Firth Scott (legal name)",1862,1935,"M"
3995,"Andrew",NULL,"Home",NULL,NULL,NULL,"M"
3996,"John","Daniel","Barry",NULL,1866,1942,"M"
3997,"Lilian",NULL,"Bell","Bogue (married name)",1867,1929,"F"
3998,"Archie",NULL,"Armstrong",NULL,NULL,NULL,"M"
3999,"Cosmo","Gordon","Lang","Baron Lang of Lambeth (title)",NULL,NULL,"M"
4000,"Theo",NULL,"Douglas","(pseudonym); Henrietta Dorothy Huskisson (maiden name); Everett (married name)",1851,1923,"F"
4001,"Sir William",NULL,"Magnay","2nd Baronet (title)",1855,1917,"M"
4002,"Eliza","Orne","White",NULL,1856,1947,"F"
4003,"John","Garrett","Leigh",NULL,NULL,NULL,"M"
4004,"Charles","S.","Bentley",NULL,NULL,NULL,"M"
4005,"Schuyler",NULL,"Shelton","(pseudonym); Sara B. Rogers (legal name)",NULL,NULL,"F"
4006,"Henry","Hamilton","Fyfe",NULL,1869,1951,"M"
4007,"Honor",NULL,"Perceval","(pseudonym); Norah Powys (legal name)",NULL,NULL,"F"
4008,"James",NULL,"Raine",NULL,NULL,NULL,"M"
4009,"Frederick","Thickstun","Clark",NULL,1858,NULL,"M"
4010,"Mrs. Faure",NULL,"Walker",NULL,NULL,NULL,"F"
4011,"James",NULL,"Cassidy","(pseudonym); Edith Mary Story (legal name)",1861,1942,"F"
4012,"Frances","A.","Coldicott",NULL,NULL,NULL,"F"
4013,"Louis",NULL,"Vintras",NULL,NULL,NULL,"M"
4014,"Annie","Victoria","Dutton",NULL,NULL,NULL,"F"
4015,"M.","E.","Ames",NULL,NULL,NULL,"U"
4016,"Henry","Ernest Acraman","Coate",NULL,1861,1942,"M"
4017,"Marmaduke",NULL,"Pickthall",NULL,1875,1936,"M"
4018,"Elliott",NULL,"Preston",NULL,NULL,NULL,"M"
4019,"Maria",NULL,"Rodziewiczowna",NULL,1863,1944,"F"
4020,"J.","J.","Danyell",NULL,NULL,NULL,"U"
4021,"Mary","Helena","Cornwall-Legh",NULL,1857,1941,"F"
4022,"Francis",NULL,"Dodsworth",NULL,NULL,NULL,"M"
4023,"Quillim",NULL,"Ritter","(pseudonym)",NULL,NULL,"M"
4024,"Sydney",NULL,"Phelps",NULL,NULL,NULL,"M"
4025,"Lady Anne","Glenny","Wilson",NULL,1848,1930,"F"
4026,"Harry","A.","Spurr",NULL,NULL,NULL,"M"
4027,"Alice","Muriel","Williamson","Livingston (maiden name)",1858,1933,"F"
4028,"Alexander","R.","Craib",NULL,NULL,NULL,"M"
4029,"Gertrude","Hall","Brownell","Hall (maiden name)",1863,1961,"F"
4030,"E.","Gallienne","Robin",NULL,NULL,NULL,"F"
4031,"F.","W.","Bamford",NULL,NULL,NULL,"U"
4032,"J.","F.","Cornish",NULL,NULL,NULL,"U"
4033,"Aleydis",NULL,"Inglesant",NULL,NULL,NULL,"F"
4034,"Joseph",NULL,"Johnson",NULL,NULL,NULL,"M"
4035,"H.","Sant Martin","Lanyon",NULL,NULL,NULL,"F"
4036,"Frances","Isabelle M.","Kershaw",NULL,NULL,NULL,"F"
4037,"May",NULL,"Hely-Hutchinson","Justice (maiden name); Hon. Lady Hely-Hutchinson (title)",NULL,1938,"F"
4038,"Mrs. Charles","E.","Terrot",NULL,NULL,NULL,"F"
4039,"Vera",NULL,"Macha","(pseudonym?)",NULL,NULL,"F"
4040,"Herbert","C.","MacIlwaine",NULL,NULL,NULL,"M"
4041,"E.",NULL,"Perry",NULL,NULL,NULL,"U"
4042,"Christopher","Marie","St. John","Christabel Gertrude Marshall (legal name)",1871,1960,"F"
4043,"Nelson","McAllister","Lloyd",NULL,1873,1933,"M"
4044,"Eva",NULL,"Jameson",NULL,NULL,NULL,"F"
4045,"Alice","M. Peppard","Cooke",NULL,NULL,NULL,"F"
4046,"Harold",NULL,"Blore",NULL,NULL,NULL,"M"
4047,"Yorick",NULL,"Everett",NULL,NULL,NULL,"M"
4048,"C.","T.","Podmore",NULL,NULL,NULL,"U"
4049,"Joanna","E.","Wood",NULL,1867,1927,"F"
4050,"William","Chambers","Morrow",NULL,NULL,NULL,"M"
4051,"Mary","Imlay","Taylor",NULL,NULL,NULL,"F"
4052,"Bruce",NULL,"Hacking",NULL,NULL,NULL,"M"
4053,"R.","H.","Heppenstall",NULL,NULL,NULL,"U"
4054,"Jeremiah","Vaughan","Emmett",NULL,NULL,NULL,"M"
4055,"Roy",NULL,"Horniman",NULL,1874,1930,"M"
4056,"Charles","James","Lee",NULL,NULL,NULL,"M"
4057,"Geraldine","Edith","Mitton","Scott (married name)",1868,1955,"F"
4058,"Annie","M.","Piercy",NULL,NULL,NULL,"F"
4059,"Edgar",NULL,"Hewitt",NULL,NULL,NULL,"M"
4060,"Gilbert",NULL,"Swift",NULL,NULL,NULL,"M"
4061,"Helen","Costerton","Wilkinson",NULL,NULL,NULL,"F"
4062,"J.","Swindells","Barlow",NULL,NULL,NULL,"M"
4063,"Maggie","J.","Houston",NULL,NULL,NULL,"F"
4064,"Theophila",NULL,"North","(pseudonym); Dorothea Hollins (legal name)",NULL,NULL,"F"
4065,"Richard",NULL,"Reardon",NULL,NULL,NULL,"M"
4066,"Charles","K.","Moore",NULL,NULL,NULL,"M"
4067,"Rose",NULL,"Perkins",NULL,NULL,NULL,"F"
4068,"Mrs. C.","H.","Radford",NULL,NULL,NULL,"F"
4069,"James","Macdonald","Oxley",NULL,1855,1907,"M"
4070,"Edith",NULL,"Wharton","Jones (maiden name)",1862,1937,"F"
