title,artists,artist_nationality,genre,object_type,height,width,area,seller,seller_type,buyer,buyer_type,buyer_address,coordinates,purchase_date,sale_date,purchase_price,sale_price,sale_year,purchase_year
"""Jeune Femme""","PICASSO, PABLO",Spanish,Genre,Painting,24.75,18.25,451.6875,Galerie Rousso,Dealer,Fine Arts Associates,Dealer,"41 E. 57th St., New York, NY, USA","40.763813,-73.975648",8/8/53,6/6/55,1995,3275,1955,1953
"""St. Helena""","CIMA DA CONEGLIANO, GIOVANNI BATTISTA",Italian,History,Painting,16,12.75,204,Agnew's,Dealer,"New York, NY, USA.  Kress (Samuel H.) Foundation",Collector,"221 W. 57th St, New York, NY, USA","40.766037,-73.980807",7/7/53,2/2/54,14745,40000,1954,1953
"""Mt Diablo from the San Joaquin River, Calif.""","BIERSTADT, ALBERT",American,Landscape,Painting,20,14,280,"Spark, Victor David",Dealer,"Trevor, Bronson",Collector,"953 Fifth Ave., New York, NY, USA","40.806416,-73.942262",8/8/53,4/4/56,350,1000,1956,1953
"""Spinning""","PERRY, ENOCH WOOD",American,Genre,Painting,11.25,15,168.75,Childs Gallery,Dealer,"Woolworth, Pauline E.",Collector,"820 Fifth Ave., New York, NY, USA","40.76395,-73.974088",8/8/53,12/5/56,150,750,1956,1953
"""Place de Village Villematau""","BOUDIN, EUGÈNE LOUIS",French,Landscape,Painting,10.75,8.5,91.375,Galerie les Tourettes (Otto Wertheimer),Dealer,"Woolworth, Pauline E.",Collector,"820 Fifth Ave., New York, NY, USA","40.76395,-73.974088",8/8/53,5/5/54,5450,3800,1954,1953
"""The Terrace""","SIGNAC, PAUL",French,Genre,Painting,29,36.625,1062.125,"Planque, Jean",Collector,"Berliner, Milton S., Mrs.",Collector,"171 W. 57th St., New York, NY, USA","40.765244,-73.978695",9/9/53,3/3/58,3700,4500,1958,1953
"""Melon""","BUFFET, BERNARD",French,Still Life,Painting,19.75,25.625,506.09375,Galerie Drouant-David,Dealer,"Hutner, Herbert",Collector,"120 Broadway, New York, NY, USA","40.708497,-74.011041",9/9/53,2/2/55,270,500,1955,1953
"""Federigo da Bozzolo""",SEBASTIANO DEL PIOMBO (SEBASTIANO LUCIANI),Italian,Portrait,Painting,53.375,39.875,2128.328125,Agnew's,Dealer,"New York, NY, USA.  Kress (Samuel H.) Foundation",Collector,"221 W. 57th St., New York, NY, USA","40.766037,-73.980807",11/11/53,6/1/55,15165,55000,1955,1953
"""Portrait of Mme David""","DAVID, JACQUES-LOUIS",French,Portrait,Painting,28.75,23.25,668.4375,Galerie les Tourettes (Otto Wertheimer),Dealer,"New York, NY, USA.  Kress (Samuel H.) Foundation",Collector,"221 W. 57th St, New York, NY, USA","40.766037,-73.980807",11/11/53,2/2/54,45000,110000,1954,1953
"""L'orto del Convento""","CAFFÉ, NINO",Italian,Genre,Painting,7.875,23.625,186.046875,Galleria l'Obelisco,Dealer,"Sage, Betty Wickes",Collector,"13 Sutton Place, New York, NY, USA","40.757731,-73.960382",11/11/53,2/2/54,300,650,1954,1953
"""Sera""","CAFFÉ, NINO",Italian,Genre,Painting,5.875,11.75,69.03125,Galleria l'Obelisco,Dealer,"Gordon, Donald",Collector,"127 E. 61st St., New York, NY, USA","40.763761,-73.968014",11/11/53,6/6/55,300,200,1955,1953
Flowerpiece,"MONNOYER, JEAN BAPTISTE (I)",French,Still Life,Painting,35.5,27,958.5,"Burlet, Charles Albert de",Dealer,"Talmey, George, Mrs.",Collector,"1160 Park Ave., New York, NY, USA","40.784142,-73.954419",3/4/29,9/2/34,3500,1333.333333,1934,1929
"""Pioggerella di Marzo"" (Spring Rain)","CAFFÉ, NINO",Italian,Landscape,Painting,7.75,23.5,182.125,Galleria l'Obelisco,Dealer,Galerie de Braux,Dealer,"131 E. 55th St., New York, NY, USA","40.759733,-73.970512",12/12/53,1/3/56,250,620,1956,1953
"""Sign. Amedeo Silbestri, Sarto"" (The Tailor); ""Signe Amedeo Silvestri Sarto"" (The Tailor)","CAFFÉ, NINO",Italian,Portrait,Painting,15.625,7.75,121.09375,Galleria l'Obelisco,Dealer,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",12/12/53,4/4/61,250,600,1961,1953
"""Autostrada Adriatica"" (Adriale Highway)","CAFFÉ, NINO",Italian,Landscape,Painting,5.75,11.75,67.5625,Galleria l'Obelisco,Dealer,"Astor, Brooke Russell",Collector,"120 East End Ave., New York, NY, USA","40.774252,-73.945267",12/12/53,2/2/54,250,400,1954,1953
The Brook,"ALKEN, SAMUEL HENRY",British,Landscape,Painting,8.5,15,127.5,Vicars Brothers,Dealer,"Livingstone, Louis",Collector,"48 W. 53rd St., New York, NY, USA","40.761,-73.977038",3/3/29,5/5/29,40,125,1929,1929
"""Cacciatore di Frodo"" (The Poacher)","CAFFÉ, NINO",Italian,Genre,Painting,11.75,5.75,67.5625,Galleria l'Obelisco,Dealer,"Myers, Richard E.",Collector,"108 E. 82nd St., New York, NY, USA","40.783933,-73.97427",12/12/53,2/2/54,250,375,1954,1953
"""Pretini sul Vecchio Molo"" (Promenade on the Pier)","CAFFÉ, NINO",Italian,Genre,Painting,5.875,11.75,69.03125,Galleria l'Obelisco,Dealer,"Macy, Valentine Everit, Jr.",Collector,"51 E. 57th St., New York, NY, USA","40.764047,-73.976069",12/12/53,2/2/54,250,375,1954,1953
The Bank,"ALKEN, SAMUEL HENRY",British,Landscape,Painting,8.5,15,127.5,Vicars Brothers,Dealer,"Livingstone, Louis",Collector,"48 W. 53rd St., New York, NY, USA","40.761,-73.977038",3/3/29,5/5/29,40,125,1929,1929
"""La Jetée""","GANNE, PIERRE CHRISTIAN",French,Landscape,Painting,36.25,23.5,851.875,Galerie Drouant-David,Dealer,"Milliken, Justine Van Rensselaer Hooper",Collector,"778 Park Ave., New York, NY, USA","40.771949,-73.963322",11/11/53,3/3/54,220,450,1954,1953
"""Paesaggio Anconitano"" (View of Ancona)","CAFFÉ, NINO",Italian,Landscape,Painting,7.75,23.5,182.125,Galleria l'Obelisco,Dealer,"Murphy, James Slater",Collector,"177 E. 64th St., New York, NY, USA","40.765086,-73.965257",1/13/54,5/5/57,166.6666667,875,1957,1954
Horse in a Stable,"BARRAUD, WILLIAM",British,Animals,Painting,28,36,1008,"Bernard, M.",Collector,Schwartz Gallery,Dealer,"517 Madison Ave., New York, NY, USA","40.759842,-73.974081",4/4/29,6/12/30,25,733.3333333,1930,1929
"""Portrait of Gen. Philip Sheridan""","READ, THOMAS BUCHANAN",American,Portrait,Painting,28.75,22.25,639.6875,"Weitzner, Julius H.",Dealer,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",11/11/53,1/13/72,500,2100,1972,1953
"""Capt Beckford's Float""; ""Capt. Beckford's Float""","TWACHTMAN, JOHN HENRY",American,History,Painting,18.875,12.5,235.9375,"Spark, Victor David",Dealer,"Horowitz, Raymond J.",Collector,"1025 Fifth Ave., New York, NY, USA","40.806416,-73.942262",2/2/54,6/6/62,600,2250,1962,1954
"""In the Fields""","JOHNSON, EASTMAN",American,Landscape,Painting,9.5,17,161.5,"Levy, (John), Galleries",Dealer,"Woolworth, Norman Bailey",Collector,"515 Madison Ave., New York, NY, USA","40.759773,-73.974119",2/2/54,2/2/56,150,800,1956,1954
"""Captain of a Frigate""","BROWN, MATHER",American,Genre,Painting,36,58,2088,"Levy, (John), Galleries",Dealer,Hirschl & Adler Galleries,Dealer,"270 Park Ave., New York, NY, USA","40.755686,-73.975226",2/2/54,11/11/54,430,895,1954,1954
"""River Landscape""; River Landscape","EARL, RALPH",American,Landscape,Painting,28,36,1008,"Kennedy Galleries, Inc.",Dealer,"Kennedy Galleries, Inc.",Dealer,"785 Fifth Ave., New York, NY, USA","40.764068,-73.973999",1/13/54,2/2/64,1000,2075,1964,1954
"""La canzone della Fantesca"" (The Organ Grinder)","CAFFÉ, NINO",Italian,Genre,Painting,11.75,5.875,69.03125,Galleria l'Obelisco,Dealer,"Beckwith, R.D.",Collector,"430 E. 63rd St., New York, NY, USA","40.761769,-73.959559",12/12/54,12/12/54,207.1428571,450,1954,1954
"""Pretino appisolato"" (Young Priest dozing)","CAFFÉ, NINO",Italian,Genre,Painting,,,,Galleria l'Obelisco,Dealer,Galerie de Braux,Dealer,"131 E. 55th St., New York, NY, USA","40.759733,-73.970512",12/12/54,4/1/57,207.1428571,425,1957,1954
"""Carte al Vento"" (Papers in the Wind)","CAFFÉ, NINO",Italian,Genre,Painting,,,,Galleria l'Obelisco,Dealer,Galerie de Braux,Dealer,"131 E. 55th St., New York, NY, USA","40.759733,-73.970512",12/12/54,1/8/55,207.1428571,400,1955,1954
"""Gloucester Harbor 1919""","HASSAM, CHILDE",American,Landscape,Painting,13,16,208,E. and A. Milch,Dealer,E. and A. Milch,Dealer,"55 E. 57th St., New York, NY, USA","40.76414,-73.976238",2/2/54,4/3/54,1200,1475.05,1954,1954
"""Mt. Vernon""","ROPES, GEORGE",American,Landscape,Painting,,,,Hirschl & Adler Galleries,Dealer,Hirschl & Adler Galleries,Dealer,"270 Park Ave., New York, NY, USA","40.755686,-73.975226",2/2/54,7/7/54,750,750,1954,1954
"Action between the ""Drake"" and the ""Ranger"", Capt Paul Jones, off Carrickfergas Ireland April 24/1778",[BRITISH],British,History,Painting,23.75,36,855,"Ackermann, (Arthur), and Son",Dealer,"Ryan, John Barry Jr.",Collector,"18 W. 10th St., New York, NY, USA","40.733595,-73.995932",4/4/29,4/11/31,3200,4200,1931,1929
"""La Plage de Honfleur""","SAINT-DELIS, HENRI LIÉNARD DE",French,Landscape,Painting,10.75,13.75,147.8125,"Weil, (André), Galerie",Dealer,"Ryan, William H.",Collector,"11 E. 68th St., New York, NY, USA","40.76974,-73.968464",2/2/54,12/12/54,483.3333333,550,1954,1954
"""Pastorale""","HONTHORST, GERRIT VAN",Dutch,Genre,Painting,43.5,39.75,1729.125,"Arcade Gallery, Ltd.",Dealer,"New York, NY, USA.  Kress (Samuel H.) Foundation",Collector,"221 W. 57th St., New York, NY, USA","40.766037,-73.980807",3/3/54,6/6/54,2100,7500,1954,1954
"""Paul Valpincon""","DEGAS, HILAIRE GERMAIN EDGAR",French,Portrait,Painting,16,12.75,204,Marlborough Fine Art Ltd.,Dealer,"Streep, Jon N.",Dealer,"9 E. 84th St., New York, NY, USA","40.784138,-73.970439",3/3/54,4/4/55,1400,3500,1955,1954
"""Cour d'Albane, Rouen""","MONET, CLAUDE",French,Genre,Painting,36.5,29,1058.5,Galerie les Tourettes (Otto Wertheimer),Dealer,"Wing, Adeline and Caroline",Collector,"1020 Fifth Ave., New York, NY, USA","40.76395,-73.974088",2/2/54,6/6/56,5700,19000,1956,1954
"""Jeune Femme""","VUILLARD, EDOUARD",French,Genre,Painting,8.5,7.625,64.8125,"Reichenbach, François",Collector,Hammer Galleries,Dealer,"51 E. 57th St., New York, NY, USA","40.764047,-73.976069",4/4/54,4/4/56,1400,1750,1956,1954
"""Fleurs Oranges""","SEGOVIA, ANDRES",Spanish,Still Life,Painting,39.25,32,1256,Galerie Drouant-David,Dealer,"Pancoast, John O.",Collector,"419 E. 57th St., New York, NY, USA","40.768203,-73.986075",3/3/54,12/12/60,177.5,855,1960,1954
"""Hunting Buffalo""","MILLER, ALFRED JACOB",American,Genre,Painting,10,15.5,155,Edward Eberstadt and Sons,Dealer,Edward Eberstadt and Sons,Dealer,"888 Madison Ave., New York, NY, USA","40.771742,-73.965663",4/4/54,3/3/58,600,1125,1958,1954
"""Grace Church""","RICHARDT, JOACHIM FERDINAND",Danish,Genre,Painting,60.5,48.5,2934.25,"Weitzner, Julius H.",Dealer,Grace Church,Collector,"802 Broadway, New York, NY, USA","40.732174,-73.9913",3/3/54,10/10/60,930,4500,1960,1954
"""Femme Assise""","VUILLARD, EDOUARD",French,Genre,Painting,10.625,8.75,92.96875,"Reichenbach, François",Collector,"Bemberg, Georges",Collector,"40 W. 55th St., New York, NY, USA","40.762272,-73.97585",5/5/54,2/2/56,1450,1600,1956,1954
"""Resurrection""","CRANACH, LUCAS (THE ELDER)",German,History,Painting,21.25,15,318.75,"Perls, Hugo",Dealer,"Pinakos, Inc. (Rudolf Heinemann)",Dealer,"907 Fifth Ave., New York, NY, USA","40.806416,-73.942262",6/6/54,12/12/68,4230,1665.217391,1968,1954
"""The Winding Road""","SOUTINE, CHAIM",Russian,Landscape,Painting,25.625,21.375,547.734375,"Schempp, (Theodore), & Co.",Dealer,"Schempp, (Theodore), & Co.",Dealer,"2 E. 56th St., New York, NY, USA","40.762293,-73.974457",6/6/54,4/4/55,1440,4750,1955,1954
"""Portrait of a Child""","PEALE, CHARLES WILLSON",American,Portrait,Painting,36,28,1008,"Weitzner, Julius H.",Dealer,Hirschl & Adler Galleries,Dealer,"270 Park Ave., New York, NY, USA","40.755686,-73.975226",7/7/54,4/4/55,1910,6000,1955,1954
"""The Holy Family""","RUBENS, PETER PAUL",Flemish,History,Painting,42.375,38.5,1631.4375,Agnew's,Dealer,"Clark, Robert Sterling",Collector,"71 E. 71st St., New York, NY, USA","40.770626,-73.965233",7/7/54,2/2/55,98820,185000,1955,1954
"""Sledding""","MASON, W. SANFORD",American,Genre,Painting,24.875,30.125,749.359375,Hirschl & Adler Galleries,Dealer,Hirschl & Adler Galleries,Dealer,"270 Park Ave., New York, NY, USA","40.755686,-73.975226",8/3/54,11/11/54,500,550,1954,1954
"""The Tinsmith""","CLONNEY, JAMES GOODWYN",American,Genre,Painting,24.25,39,945.75,Hirschl & Adler Galleries,Dealer,Hirschl & Adler Galleries,Dealer,"270 Park Ave., New York, NY, USA","40.755686,-73.975226",8/12/54,11/11/54,375,550,1954,1954
"""Indians playing Draught or Drafts""; ""Indians playing Draughts or Drafts""","EASTMAN, SETH",American,Genre,Painting,30,25,750,"Spark, Victor David",Dealer,"Spark, Victor David",Dealer,"1060 Park Ave., New York, NY, USA","40.781031,-73.956696",8/8/54,8/8/65,3000,11550,1965,1954
"""Composition""","POLIAKOFF, SERGE",Russian,Abstract,Painting,45.75,35,1601.25,"Poliakoff, Serge",Artist,"Jaffe, William B.",Collector,"745 Fifth Ave., New York, NY, USA","40.764322,-73.973859",9/9/54,5/8/55,238.75,475,1955,1954
"""Femme faisant a toilette""","KISLING, MOÏSE",French,Genre,Painting,51.625,38.25,1974.65625,Zak Galerie,Dealer,"Spingold, Nathan B.",Collector,"12 E. 77th St., New York, NY, USA","40.775464,-73.96446",9/9/54,7/7/56,1500,4500,1956,1954
"""Le Dandy""","DAUMIER, HONORÉ VICTORIN",French,Genre,Sculpture,2.625,7.75,20.34375,Zak Galerie,Dealer,"Hines, Mary Elizabeth Borden",Collector,"237 E. 61st St., New York, NY, USA","40.762523,-73.965009",9/9/54,12/12/55,737.5,500,1955,1954
"""L'Homme d'Affaires""","DAUMIER, HONORÉ VICTORIN",French,Genre,Sculpture,2.5,7.375,18.4375,Zak Galerie,Dealer,"Hines, Mary Elizabeth Borden",Collector,"237 E. 61st St., New York, NY, USA","40.762523,-73.965009",9/9/54,12/2/55,737.5,500,1955,1954
"""Le Bourgeois qui flane""","DAUMIER, HONORÉ VICTORIN",French,Genre,Sculpture,2.5,7.5,18.75,Zak Galerie,Dealer,"Hines, Mary Elizabeth Borden",Collector,"237 E. 61st St., New York, NY, USA","40.762523,-73.965009",9/9/54,12/2/55,737.5,500,1955,1954
Abstraction,"KALLÓS, ARPÁD",Hungarian,Abstract,Painting,28.75,23.125,664.84375,Galerie Pierre,Dealer,"Deane, Disque Dee",Collector,"37 Washington Square W., New York, NY, USA","40.731631,-73.999194",9/9/54,7/7/55,129.5,339.08,1955,1954
"""Abstraction""; Abstraction","KALLÓS, ARPÁD",Hungarian,Abstract,Painting,25.5,21.125,538.6875,Galerie Pierre,Dealer,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",9/9/54,1/13/68,129.5,70,1968,1954
"""Nature Morte aux radio""","SEGOVIA, ANDRES",Spanish,Still Life,Painting,13.125,16.125,211.640625,Galerie Drouant-David,Dealer,"McLean, Manuela Hudson-Vanderbilt",Collector,"435 E. 52nd St., New York, NY, USA","40.754443,-73.963635",9/9/54,11/11/54,328.4615385,145,1954,1954
"""Bord de la Seine pres de Paris""","SISLEY, ALFRED",French,Landscape,Painting,10.625,16.25,172.65625,Galerie les Tourettes (Otto Wertheimer),Dealer,"Woolworth, Pamela Y.",Collector,"515 Madison Ave., New York, NY, USA","40.759773,-73.974119",9/9/54,12/12/54,5750,10000,1954,1954
"""Street Scene - Sannois""","HASSAM, CHILDE",American,Landscape,Painting,12.875,16.25,209.21875,"Spark, Victor David",Dealer,"Woolworth, Norman Bailey",Collector,"515 Madison Ave., New York, NY, USA","40.759773,-73.974119",9/10/54,2/2/56,1100,2125,1956,1954
"""Still Life""","BUFFET, BERNARD",French,Still Life,Painting,,,,"Schneider, Daniel E.",Collector,"Lavigne, René",Collector,"57 W. 55th St., New York, NY, USA","40.762508,-73.976274",9/9/54,11/11/54,50,250,1954,1954
"""Nasturtiums""",LOWMAN [UNIDENTIFIED],Unknown,Still Life,Painting,9,12,108,Country Art Gallery,Dealer,"Kostelanetz, Andre",Collector,"10 Gracie Square, New York, NY, USA","40.773645,-73.945615",7/7/54,10/10/54,132.5,100,1954,1954
"""Paysage pres de Nantes""","GANNE, PIERRE CHRISTIAN",French,Landscape,Painting,9.5,13,123.5,Galerie Drouant-David,Dealer,"Weicker, Theodore Jr.",Collector,"430 park Ave., New York, NY, USA","40.760937,-73.971243",7/7/54,8/8/55,157.5,275,1955,1954
"""Merenda""","VESPIGNANI, RENZO",Italian,Genre,Painting,24.125,31.875,768.984375,Galleria l'Obelisco,Dealer,"Rothenberg, J.",Collector,"1375 Broadway, New York, NY, USA","40.752254,-73.987549",12/12/54,6/6/55,400,600,1955,1954
"""A little Priest on the Dock""","CAFFÉ, NINO",Italian,Genre,Painting,5.875,11.75,69.03125,Galleria l'Obelisco,Dealer,"Butler, Michael",Collector,"322 E. 57th St., New York, NY, USA","40.767035,-73.983634",12/12/54,7/3/55,359.0909091,325,1955,1954
"""Environs de Grasse""","OUDOT, ROLAND",French,Genre,Painting,15,24,360,"Weil, (André), Galerie",Dealer,"Roberts, George",Collector,"139 E. 79th St., New York, NY, USA","40.775139,-73.959456",12/12/54,3/3/55,305,850,1955,1954
"""La vieille tour à Eygalieres""","OUDOT, ROLAND",French,Genre,Painting,23.625,28.875,682.171875,"Weil, (André), Galerie",Dealer,"Gerstle, Eleanor Dolgoff",Collector,"550 Park Ave., New York, NY, USA","40.764615,-73.968723",12/12/54,2/2/55,324.5454545,950,1955,1954
"""Village d'Aurielle""","OUDOT, ROLAND",French,Landscape,Painting,21.25,28.75,610.9375,"Weil, (André), Galerie",Dealer,"Allen, Frederic Stevens",Collector,"Pelham Manor, N.Y., New York, NY, USA","40.707507,-74.011254",12/12/54,7/8/55,324.5454545,1200,1955,1954
"""Les Calancs""","OUDOT, ROLAND",French,Landscape,Painting,25.5,36,918,"Weil, (André), Galerie",Dealer,"Abegg, Werner",Collector,"1 Sutton Place, South, New York, Ny, USA","40.704043,-74.013188",12/12/54,2/2/55,324.5454545,1400,1955,1954
"""Violon et Palette""","BRAQUE, GEORGES",French,Still Life,Painting,,,,Fine Arts Associates,Dealer,Fine Arts Associates,Dealer,"41 E. 57th St., New York, NY, USA","40.763813,-73.975648",1/13/55,2/2/55,4625,7375,1955,1955
"""Piano et Mandore""","BRAQUE, GEORGES",French,Still Life,Painting,,,,Fine Arts Associates,Dealer,Fine Arts Associates,Dealer,"41 E. 57th St., New York, NY, USA","40.763813,-73.975648",1/13/55,2/2/55,4625,7375,1955,1955
"""Lost Trapper""","RANNEY, WILLIAM",American,Genre,Painting,29,36,1044,Edward Eberstadt and Sons,Dealer,Edward Eberstadt and Sons,Dealer,"888 Madison Ave., New York, NY, USA","40.771742,-73.965663",11/11/54,8/3/56,650,1250,1956,1954
"""Arnold's March to Quebec""","WYETH, NEWELL CONVERS",American,History,Painting,40,30,1200,Latendorf Bookshop,Collector,"Berls, Amanda K.",Collector,"453 Franklin D. Roosevelt Dr., New York, NY, USA","40.719451,-74.010292",11/11/54,2/2/66,765,4000,1966,1954
"""Mexican Soldiers marching thru a Town""; ""Mexican Soldiers Marching thru a Town""","GAUL, GILBERT WILLIAM",American,Genre,Painting,24.25,18.75,454.6875,Latendorf Bookshop,Collector,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",11/11/54,1/13/72,250,900,1972,1954
"""Bords de riviere""","VLAMINCK, MAURICE DE",French,Landscape,Painting,23.5,28.75,675.625,"Weil, (André), Galerie",Dealer,"Gouthier de Oliveira Gondim, Hugo",Collector,"320 Park Ave., New York, NY, USA","40.757458,-73.973914",4/4/55,6/6/55,4500,7000,1955,1955
"""View of the Abbey Egmond""","RUYSDAEL, SALOMON VAN",Dutch,Landscape,Painting,26.25,32.25,846.5625,"Nathan, (Fritz & Peter), Galerie",Dealer,"Samson, Charles F.",Collector,"c/o Carlisle Jacquelin Co. 120 Broadway, New York, NY, USA","40.720709,-73.981308",4/4/55,1/13/56,5500,10800,1956,1955
"The Prince of Wales beating Lord Grosvenor's Meteor, Newmarket Spring Meeting 1790; The Prince of Wales' Traveller beating Lord Grosvenor's Meteor; The Prince of Wales' Traveller beating Lord Grosvenors [illeg.]","SARTORIUS, JOHN NOST",British,Genre,Painting,27.625,35.75,987.59375,Christie's,Dealer,"Humes, John Portner",Collector,"50 Broadway, New York, NY, USA","40.706599,-74.012706",4/4/29,2/2/56,315,1800,1956,1929
"""Laurentius Church by Moonlight, Rotterdam""","NEER, AERT VAN DER",Dutch,Landscape,Painting,21.5,29,623.5,Galerie les Tourettes (Otto Wertheimer),Dealer,"Pinakos, Inc. (Rudolf Heinemann)",Dealer,"907 Fifth Ave., New York, NY, USA","40.806416,-73.942262",4/4/55,12/12/68,6285.714286,1665.217391,1968,1955
"""Jeune fille assise dans la campagne""","COROT, JEAN BAPTISTE CAMILLE",French,Genre,Painting,21.75,18,391.5,Galerie Charpentier,Dealer,"Clark, Robert Sterling",Collector,"71 E. 71st St., New York, NY, USA","40.770626,-73.965233",4/4/55,12/2/55,30000,31000,1955,1955
"""Portrait of an actor""","MODIGLIANI, AMEDEO",Italian,Portrait,Painting,36.5,21.25,775.625,"Wescott, Barbara Harrison",Collector,"Gouthier de Oliveira Gondim, Hugo",Collector,"320 Park Ave., New York, NY, USA","40.757458,-73.973914",6/6/55,12/12/55,18000,23500,1955,1955
"""Still Life""","MORANDI, GIORGIO",Italian,Still Life,Painting,12,17.875,214.5,Curt Valentin Gallery,Dealer,Delius Gallery,Dealer,"470 Park Ave., New York, NY, USA","40.762239,-73.97049",6/6/55,2/2/56,840,1053,1956,1955
"""Portrait d'Homme"" (per EK)","DEGAS, HILAIRE GERMAIN EDGAR",French,Portrait,Painting,11.875,8.25,97.96875,"Goldschmidt, Arthur",Dealer,"Klingenstein, Joseph",Collector,"120 Broadway, New York, NY, USA","40.708497,-74.011041",7/7/55,1/7/56,12180,20000,1956,1955
"""Misia Sert""","BONNARD, PIERRE",French,Portrait,Painting,18,15.375,276.75,Frank Perls Gallery,Dealer,"Winston, Rosita",Collector,"7 Sutton Place, New York, NY, USA","40.757529,-73.960493",10/10/55,4/3/58,12720,16000,1958,1955
"""Head"" ""Profile"" per Liby","BRAQUE, GEORGES",French,Genre,Sculpture,4.75,10,47.5,Frank Perls Gallery,Dealer,Fine Arts Associates,Dealer,"41 E. 57th St., New York, NY, USA","40.763813,-73.975648",8/8/55,7/7/56,750,1000,1956,1955
Part I - Indian Collection Sketches,"REMINGTON, FREDERIC",American,Genre,Drawing,,,,"Ogdensburg, NY, USA. Frederic Remington Art Museum",Museum,"Coe, William Robertson",Collector,"210 E. 47th St., New York, NY, USA","40.75949,-73.985095",8/8/55,12/12/57,6666.666667,25000,1957,1955
"""Les Barques""","GANNE, YVES",French,Genre,Painting,38.25,51.5,1969.875,Galerie Drouant-David,Dealer,"Camp, Alida Donnell Milliken",Collector,"71 E. 71st St., New York, NY, USA","40.770626,-73.965233",8/8/55,3/3/56,752.5,900,1956,1955
Dans les Roses,"RENOIR, PIERRE AUGUSTE",French,Genre,Painting,,,,"Reid, (Alex), and Lefevre, Ltd.",Dealer,"Gower, William, Mrs.",Collector,"907 Fifth Ave., New York. NY, USA","40.806416,-73.942262",2/2/29,2/1/30,10492.45,100000,1930,1929
"""Flowers in blue and white vase""","SEGOVIA, ANDRES",Spanish,Still Life,Painting,32,23.75,760,Galerie Drouant-David,Dealer,"Cogswell, Nancy Van Ness",Collector,"226 1/2 E. 62nd St., New York, NY, USA","40.766143,-73.971648",8/8/55,2/2/57,186.6666667,650,1957,1955
"""Flowers in brown vase""","SEGOVIA, ANDRES",Spanish,Still Life,Painting,21.625,13,281.125,Galerie Drouant-David,Dealer,"Keville, Peter E., Mrs.",Collector,"525 E. 14th St., New York, NY, USA","40.730262,-73.979867",8/8/55,2/2/63,186.6666667,50,1963,1955
"""Le Confident""","DAUMIER, HONORÉ VICTORIN",French,Genre,Sculpture,,,,Zak Galerie,Dealer,"Hines, Mary Elizabeth Borden",Collector,"237 E. 61st St., New York, NY, USA","40.762523,-73.965009",10/10/55,1/9/57,300,500,1957,1955
"""A youth holding an arrow""; ""A Youth holding an Arrow""","BOLTRAFFIO, GIOVANNI ANTONIO",Italian,Genre,Painting,19.125,13.5,258.1875,Agnew's,Dealer,"Pinakos, Inc. (Rudolf Heinemann)",Dealer,"907 Fifth Ave., New York, NY, USA","40.806416,-73.942262",10/10/55,5/5/64,13550,21970.68,1964,1955
"""Dancer with Tambourine""","DEGAS, HILAIRE GERMAIN EDGAR",French,Genre,Sculpture,,,,Galerie Bénézit,Dealer,Hammer Galleries,Dealer,"45 E. 57th St., New York, NY, USA","40.763906,-73.975816",10/10/55,12/12/56,915,1760,1956,1955
"""Composition""","POLIAKOFF, SERGE",Russian,Abstract,Painting,51.25,38,1947.5,"Poliakoff, Serge",Artist,"Landeau, Serge",Collector,"Sherry Netherland, New York, NY, USA","40.710198,-73.996443",10/10/55,11/11/57,640,2000,1957,1955
Dancer adjusting the strap of her bodice,"DEGAS, HILAIRE GERMAIN EDGAR",French,Genre,Sculpture,14,3,42,Curt Valentin Gallery,Dealer,"Rosenberg, (Paul), and Co.",Dealer,"20 E. 79th St., New York, NY, USA","40.776664,-73.96329",10/5/55,7/7/56,950,3200,1956,1955
Capriccio,"KOKOSCHKA, OSKAR",Austrian,Landscape,Painting,25.25,30.25,763.8125,"Cowles, Fleur Fenton",Collector,St. Etienne Gallery,Dealer,"46 W. 57th St., New York, NY, USA","40.76393,-73.975859",10/3/55,11/11/56,600,2025,1956,1955
"""Drawing""; Drawing Pastel & Charcoal [untitled]","MOORE, HENRY",British,,Drawing,,,,Curt Valentin Gallery,Dealer,"Benjamin, Jean Kortright",Collector,"45 E. 82nd St., New York, NY, USA","40.783308,-73.97215",11/4/55,3/9/69,275.2325581,3000,1969,1955
Draped Reclining Figure,"MOORE, HENRY",British,Genre,Sculpture,,,,Curt Valentin Gallery,Dealer,"Lasker, Loula Davis",Collector,"Hotel Pierre, New York, NY, USA","40.735926,-74.000722",11/4/55,1/12/56,275.2325581,500,1956,1955
"""Standing Nude""; SKB Reclining Figures Sketches on reverse","MOORE, HENRY",British,Genre,Drawing,,,,Curt Valentin Gallery,Dealer,Crestwood Textile Corporation,Collector,"151 W. 40th St., New York, NY, USA","40.754492,-73.987023",11/6/55,2/2/58,275.2325581,400,1958,1955
